id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
sb5rswj7my,2011-08-07,20110807005105,2011-08-09,MALE,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
hay1e6njsv,2011-08-07,20110807010103,2012-07-20,-unknown-,38.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
f2f32knewo,2011-08-07,20110807012039,2011-08-10,FEMALE,21.0,facebook,3,en,other,craigslist,linked,Web,Mac Desktop,Chrome,US
si59toj5j7,2011-08-07,20110807035042,2011-08-07,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
nkftj0e43n,2011-08-07,20110807064934,2011-09-08,-unknown-,33.0,basic,0,en,direct,direct,tracked-other,Web,Windows Desktop,Chrome,US
e6hy6fg0zq,2011-08-07,20110807104324,,MALE,40.0,basic,0,en,sem-non-brand,google,tracked-other,Web,iPad,Mobile Safari,NDF
i4ko79m5l9,2011-08-07,20110807105600,2011-08-21,MALE,2014.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,DE
bgexl7owgh,2011-08-07,20110807170430,2011-08-11,-unknown-,,basic,2,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,other
cxm57akali,2011-08-07,20110807175102,2011-08-08,FEMALE,53.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
jhht0g0kfb,2011-08-07,20110807190641,2011-08-08,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
sdrd8rm4op,2011-08-07,20110807192049,,-unknown-,,basic,2,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
eyqmmbpaog,2011-08-07,20110807195224,2011-08-07,-unknown-,,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
3ofk63b65g,2011-08-07,20110807195931,2011-08-07,FEMALE,44.0,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,IE,US
lqdjk3rmh4,2011-08-07,20110807200227,2011-08-12,MALE,36.0,facebook,2,en,sem-non-brand,vast,untracked,Web,Windows Desktop,Chrome,US
ypzwm424sp,2011-08-07,20110807200257,2011-08-20,MALE,47.0,basic,3,en,other,craigslist,untracked,Web,iPhone,-unknown-,US
byjvrbav50,2011-08-07,20110807211616,2011-08-10,MALE,26.0,facebook,0,en,direct,direct,untracked,Web,iPhone,-unknown-,GB
79n1i0ca0y,2011-08-07,20110807212153,2011-08-10,FEMALE,32.0,basic,2,en,direct,direct,omg,Web,Mac Desktop,Chrome,US
1ef57g044o,2011-08-07,20110807231211,2011-09-01,-unknown-,,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,IT
cybn6lo70b,2011-08-07,20110807232734,2011-08-08,MALE,,basic,3,en,seo,other,,Web,Other/Unknown,-unknown-,US
vm2s8ew0jl,2011-08-07,20110807234851,2011-08-12,MALE,33.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,FR
wyk1xlbljo,2011-08-08,20110808001406,2011-08-13,-unknown-,,basic,6,en,direct,other,untracked,Web,iPhone,-unknown-,US
pllbhx7wi3,2011-08-08,20110808002346,2011-08-16,MALE,29.0,facebook,2,en,seo,google,untracked,Web,Windows Desktop,Chrome,US
z4hnitb0q4,2011-08-08,20110808025205,2011-08-08,MALE,34.0,facebook,2,en,other,craigslist,omg,Web,iPad,Mobile Safari,US
it8tef3nmx,2011-08-08,20110808040922,,FEMALE,36.0,facebook,2,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
0hcwbanp4b,2011-08-08,20110808041943,,FEMALE,47.0,facebook,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
e4m2xjvscz,2011-08-08,20110808042846,2012-05-06,FEMALE,36.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
e1q8znsu5t,2011-08-08,20110808044049,2011-08-16,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,FR
zguptvedau,2011-08-08,20110808052536,2011-08-11,MALE,29.0,facebook,2,en,sem-brand,google,linked,Web,iPad,Mobile Safari,US
llr9kvkqxs,2011-08-08,20110808052627,,MALE,36.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
dwzies72rv,2011-08-08,20110808060220,2011-08-10,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
j8jt1dhl41,2011-08-08,20110808061526,2011-08-08,MALE,32.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
4cr3igvqi9,2011-08-08,20110808065720,,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
939seef9ik,2011-08-08,20110808083038,,FEMALE,26.0,basic,2,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
kglmmemmzw,2011-08-08,20110808092700,,FEMALE,37.0,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,NDF
hcgdmwp4hi,2011-08-08,20110808113126,2012-01-16,FEMALE,34.0,facebook,0,en,content,facebook,untracked,Web,Mac Desktop,Firefox,US
hcjz22y6h7,2011-08-08,20110808114053,2012-05-21,-unknown-,40.0,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Safari,US
f7menbto1l,2011-08-08,20110808121452,2011-08-09,MALE,34.0,basic,2,en,sem-brand,google,linked,Web,Windows Desktop,IE,ES
llhy1uqr2d,2011-08-08,20110808155636,,FEMALE,34.0,facebook,0,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,NDF
b0lrrqyzaa,2011-08-08,20110808172818,2011-08-09,FEMALE,28.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,IT
tqwf1wjtu9,2011-08-08,20110808173322,2012-03-05,FEMALE,32.0,basic,3,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
9wfnhlax00,2011-08-08,20110808180643,2011-08-12,FEMALE,32.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
w6o14pg5of,2011-08-08,20110808185659,2011-08-09,MALE,56.0,basic,3,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,NL
2tga6gl0yr,2011-08-08,20110808190148,,MALE,44.0,facebook,2,en,direct,direct,tracked-other,Web,Windows Desktop,Chrome,NDF
i2qslrgohx,2011-08-08,20110808194303,,FEMALE,64.0,basic,2,fr,content,google,untracked,Web,Mac Desktop,Safari,NDF
op2gabhvr9,2011-08-08,20110808200159,,FEMALE,34.0,facebook,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
4560dh50wt,2011-08-08,20110808201211,2011-10-30,-unknown-,44.0,basic,2,en,direct,direct,linked,Web,Windows Desktop,Chrome,FR
jq9oj9jttk,2011-08-08,20110808201834,,MALE,27.0,facebook,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
n61sxi1p9h,2011-08-08,20110808201934,2011-08-09,FEMALE,39.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
dx13d3tb65,2011-08-08,20110808203616,2011-10-02,FEMALE,51.0,facebook,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
eq6tn9m3v5,2011-08-08,20110808205021,2011-08-09,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,US
zfzwq83s0f,2011-08-08,20110808205143,2011-08-09,-unknown-,,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
wq1qn9o2e6,2011-08-08,20110808205743,,FEMALE,44.0,basic,2,en,seo,google,untracked,Web,Mac Desktop,Safari,NDF
e0e91sxuow,2011-08-08,20110808212440,2011-08-09,MALE,41.0,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,US
tsnq8gzqgg,2011-08-08,20110808220012,,-unknown-,,basic,2,en,seo,google,omg,Web,iPad,Mobile Safari,NDF
lu9h7smqgr,2011-08-08,20110808224901,,FEMALE,56.0,basic,0,en,seo,google,omg,Web,Mac Desktop,Safari,NDF
wva7wzpop3,2011-08-08,20110808231655,2011-08-11,FEMALE,31.0,facebook,2,en,seo,google,untracked,Web,Windows Desktop,Chrome,US
r1w5mtkzxv,2011-08-08,20110808233749,,FEMALE,,basic,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Chrome,NDF
ulqbonauna,2011-08-08,20110808234752,2011-08-09,FEMALE,34.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
4miy7rhbeu,2011-08-09,20110809001513,2011-08-09,FEMALE,31.0,basic,3,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
2l56qj4691,2011-08-09,20110809005940,2011-08-10,FEMALE,74.0,facebook,2,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,US
shu0y312oy,2011-08-09,20110809012454,2011-08-09,FEMALE,64.0,facebook,2,en,direct,direct,omg,Web,Mac Desktop,Firefox,US
a0esqri05g,2011-08-09,20110809013132,,FEMALE,44.0,facebook,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
3hqgssmmow,2011-08-09,20110809015333,2011-08-12,-unknown-,38.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
hl7pnzth0l,2011-08-09,20110809021102,,FEMALE,59.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
hphtg5oimk,2011-08-09,20110809021108,2011-08-09,FEMALE,37.0,basic,0,en,sem-brand,google,untracked,Web,Windows Desktop,Chrome,US
z3hwdaeh1g,2011-08-09,20110809031321,2011-08-09,FEMALE,39.0,basic,3,en,sem-non-brand,google,linked,Web,iPad,Mobile Safari,US
nbd22oypgd,2011-08-09,20110809032622,,MALE,42.0,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Safari,NDF
wvx659n87p,2011-08-09,20110809033044,2011-08-09,MALE,53.0,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
eac573ta3o,2011-08-09,20110809035723,,FEMALE,29.0,facebook,3,en,seo,google,untracked,Web,Mac Desktop,Safari,NDF
0j2umyrurc,2011-08-09,20110809041216,2011-08-10,MALE,63.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,PT
06me2lyatj,2011-08-09,20110809045818,2011-08-09,FEMALE,33.0,facebook,3,en,direct,direct,omg,Web,Windows Desktop,IE,GB
3ecktcselp,2011-08-09,20110809055342,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,NDF
v8cxp8f3gf,2011-08-09,20110809060149,,-unknown-,,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
wgecm880zt,2011-08-09,20110809062331,,MALE,30.0,basic,0,en,seo,google,untracked,Web,Mac Desktop,Safari,NDF
xdz2imptk7,2011-08-09,20110809062939,2011-08-09,FEMALE,48.0,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,ES
kfdu480q4g,2011-08-09,20110809070746,2011-08-10,-unknown-,39.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
byky2b4mh4,2011-08-09,20110809073708,2011-08-12,MALE,71.0,facebook,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,other
grgchw9cg1,2011-08-09,20110809120458,2011-08-11,FEMALE,27.0,facebook,3,en,seo,google,omg,Web,Mac Desktop,Firefox,other
hb7be98qvz,2011-08-09,20110809171822,,FEMALE,60.0,facebook,2,en,direct,direct,omg,Web,iPad,Mobile Safari,NDF
xhessr5lh9,2011-08-09,20110809172044,2011-08-11,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,FR
m8s6d4aygp,2011-08-09,20110809172424,,MALE,63.0,facebook,2,en,sem-non-brand,google,marketing,Web,Windows Desktop,Firefox,NDF
z1tgf86qd7,2011-08-09,20110809172639,2011-08-10,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
q5gxs6fc9d,2011-08-09,20110809173818,2011-08-09,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
3lkic0rd2q,2011-08-09,20110809181130,2011-08-09,FEMALE,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,other
5dz4n2gdbt,2011-08-09,20110809192740,2011-08-18,-unknown-,,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
7wb36r8vqo,2011-08-09,20110809194108,,-unknown-,,basic,3,en,direct,direct,omg,Web,Windows Desktop,Chrome,NDF
8yvih05ebn,2011-08-09,20110809201618,2011-08-09,-unknown-,,basic,3,en,direct,direct,tracked-other,Web,Desktop (Other),Chrome,US
neuqilqoya,2011-08-09,20110809201908,,FEMALE,28.0,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
h4pnvq3oux,2011-08-09,20110809204010,,MALE,34.0,facebook,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
xvt8yu7gbz,2011-08-09,20110809204133,2011-08-10,FEMALE,44.0,facebook,3,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,US
12h2vquehh,2011-08-09,20110809204149,,FEMALE,43.0,facebook,2,en,other,craigslist,linked,Web,iPad,Mobile Safari,NDF
t2v9o3z6sp,2011-08-09,20110809213601,2011-08-10,-unknown-,,basic,2,en,direct,direct,omg,Web,Windows Desktop,IE,US
zsy37cbj8m,2011-08-09,20110809214224,2011-08-13,-unknown-,,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,FR
qjhn8d2gl3,2011-08-09,20110809222036,2011-08-10,MALE,36.0,facebook,0,en,other,craigslist,linked,Web,iPad,Mobile Safari,US
ictwchkq15,2011-08-09,20110809225046,,FEMALE,,basic,2,en,other,other,untracked,Web,Mac Desktop,Safari,NDF
gx0j8g7i7j,2011-08-09,20110809230808,,FEMALE,31.0,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
sackh9et0o,2011-08-10,20110810001253,,-unknown-,70.0,basic,2,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,NDF
dzn4ej8sdp,2011-08-10,20110810003545,,MALE,63.0,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
1fe9h2mmzu,2011-08-10,20110810004105,,MALE,66.0,facebook,2,en,sem-brand,google,linked,Web,Desktop (Other),Firefox,NDF
3z6qnu2vfp,2011-08-10,20110810012303,2011-12-21,MALE,33.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,DE
kx8h1nohxu,2013-07-20,20110810012417,,MALE,56.0,basic,0,en,sem-brand,google,untracked,Web,Other/Unknown,Android Browser,NDF
hl07jvryp5,2011-08-10,20110810044237,2011-08-27,FEMALE,37.0,basic,2,en,seo,google,linked,Web,Mac Desktop,Safari,US
zj7jo9zlgl,2011-08-10,20110810050711,,MALE,30.0,facebook,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
z04e43k2bj,2011-08-10,20110810050958,2011-08-10,FEMALE,55.0,basic,0,en,sem-non-brand,bing,linked,Web,Windows Desktop,AOL Explorer,US
eykz0tcsmu,2011-08-10,20110810052842,2011-08-11,FEMALE,28.0,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
tzp7d1jzt2,2011-08-10,20110810053731,2011-08-10,-unknown-,,basic,3,en,sem-brand,google,,Web,Other/Unknown,-unknown-,US
3s6yq1nv2v,2011-08-10,20110810074134,2011-08-10,-unknown-,,basic,3,en,direct,direct,untracked,Web,iPhone,-unknown-,US
x9radi5iqe,2011-08-10,20110810112649,2011-08-27,MALE,52.0,basic,2,en,seo,google,linked,Web,Mac Desktop,Safari,US
7a96bbo5q0,2011-08-10,20110810123759,2011-08-12,MALE,29.0,basic,2,en,seo,google,omg,Web,Mac Desktop,Chrome,US
tlzipiv15g,2011-08-10,20110810172144,2011-08-10,FEMALE,36.0,facebook,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,other
feai6k95op,2011-08-10,20110810172833,,MALE,53.0,facebook,2,en,sem-non-brand,google,untracked,Web,iPhone,-unknown-,NDF
65111as4xn,2011-08-10,20110810175137,,MALE,44.0,basic,2,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
uasdxrdsam,2011-08-10,20110810175904,2011-08-12,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
c5xtplymsp,2011-08-10,20110810182951,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
e1ag6olicg,2011-08-10,20110810183606,2011-08-16,FEMALE,35.0,basic,2,en,sem-non-brand,vast,linked,Web,Windows Desktop,IE,other
00t9zpt44o,2011-08-10,20110810190645,,MALE,53.0,basic,3,en,direct,direct,omg,Web,Mac Desktop,Safari,NDF
kljsx23wgy,2011-08-10,20110810200745,2011-08-10,-unknown-,29.0,basic,3,en,direct,direct,untracked,Web,Other/Unknown,-unknown-,other
b0glfann6q,2011-08-10,20110810204209,,MALE,71.0,facebook,2,en,direct,direct,omg,Web,Mac Desktop,Chrome,NDF
7dkyrfwvxa,2011-08-10,20110810204625,,FEMALE,40.0,facebook,2,en,other,craigslist,linked,Web,Mac Desktop,Firefox,NDF
1ha4emqn1q,2011-08-10,20110810212128,2011-08-12,-unknown-,25.0,facebook,0,en,direct,direct,untracked,Web,iPhone,-unknown-,US
sxusht5uz0,2011-08-10,20110810212251,2011-08-10,FEMALE,36.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
137wmzxc0x,2011-08-10,20110810220657,,FEMALE,37.0,facebook,2,en,direct,direct,omg,Web,Windows Desktop,IE,NDF
ukf9cwl5ug,2011-08-10,20110810223332,2011-08-11,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
gfn7onbq8r,2011-08-10,20110810223336,,-unknown-,,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
25lzlk879a,2011-08-10,20110810223633,2011-08-11,MALE,,basic,3,zh,direct,direct,,Web,Other/Unknown,-unknown-,US
tqst8c2bf5,2011-08-10,20110810233326,2011-08-11,-unknown-,32.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NL
eha9n82ag4,2011-08-10,20110810234144,2011-08-11,FEMALE,38.0,basic,3,en,sem-brand,google,tracked-other,Web,Mac Desktop,Safari,US
zrwmqzyh48,2011-08-10,20110810235203,2012-01-25,-unknown-,37.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
tkykm7gn7g,2011-08-10,20110810235325,2011-08-12,FEMALE,26.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
blwxk82wt3,2011-08-11,20110811012045,2011-09-20,-unknown-,,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
ma9m2ao7sh,2011-08-11,20110811012720,,-unknown-,,basic,3,en,direct,direct,untracked,Web,Other/Unknown,-unknown-,NDF
t8pbl0rj3b,2011-08-11,20110811024205,2011-08-11,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,CA
c2j0f9rxv5,2011-08-11,20110811034353,,-unknown-,,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
zfy0iuk2ae,2011-08-11,20110811035455,,-unknown-,,basic,3,en,sem-non-brand,vast,,Web,Other/Unknown,-unknown-,NDF
b4ekymjvsg,2011-08-11,20110811040148,,MALE,33.0,facebook,3,en,direct,direct,omg,Web,Mac Desktop,Chrome,NDF
74b7h798sw,2011-08-11,20110811045605,2011-08-21,-unknown-,52.0,basic,2,en,direct,direct,omg,Web,Windows Desktop,IE,US
95qjid8spe,2011-08-11,20110811045935,,-unknown-,,basic,2,en,other,craigslist,omg,Web,Windows Desktop,IE,NDF
ugtvujiub8,2011-08-11,20110811052131,,-unknown-,,basic,3,en,other,craigslist,linked,Web,Android Tablet,Android Browser,NDF
8s931gp79f,2011-08-11,20110811063129,2011-08-15,-unknown-,,basic,6,en,direct,other,untracked,Web,iPad,Mobile Safari,US
909x030zm1,2011-08-11,20110811072700,,MALE,,basic,0,en,content,google,,Web,Other/Unknown,-unknown-,NDF
28cstkdgw1,2011-08-11,20110811103411,2011-08-14,FEMALE,27.0,facebook,2,en,seo,google,linked,Web,Mac Desktop,Chrome,other
unryxrzvga,2011-08-11,20110811141855,2011-08-15,-unknown-,,basic,2,en,direct,direct,linked,Web,iPad,Mobile Safari,ES
n4n3xp9ncp,2011-08-11,20110811153253,2011-08-12,FEMALE,34.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,ES
i7bog6w3ww,2011-08-11,20110811163243,2011-08-11,FEMALE,34.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
9oikcn1bl0,2011-08-11,20110811175402,2011-08-12,FEMALE,34.0,facebook,0,en,sem-non-brand,google,untracked,Web,Other/Unknown,-unknown-,US
qrt2e16tsw,2011-08-11,20110811175413,,-unknown-,,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,Chrome,NDF
tqupar4691,2011-08-11,20110811180257,2011-08-12,MALE,29.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
3h1bwpa6ov,2011-08-11,20110811180521,,-unknown-,,basic,2,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
m5bg6ywbxy,2011-08-11,20110811190749,,MALE,51.0,facebook,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
cbhvhdd5ky,2011-08-11,20110811193122,2011-08-22,-unknown-,,basic,0,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
rvinws2sra,2011-08-11,20110811194214,,FEMALE,33.0,basic,3,en,other,other,linked,Web,Windows Desktop,Chrome,NDF
ivpksyyguz,2011-08-11,20110811204428,,MALE,2014.0,basic,3,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
kch6bk29g0,2011-08-11,20110811205338,,MALE,37.0,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
kvlyq2la03,2011-08-11,20110811210120,2011-08-12,-unknown-,62.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
a3eokjai48,2011-08-11,20110811212724,2011-10-25,FEMALE,54.0,facebook,2,en,other,other,untracked,Web,Windows Desktop,Firefox,DE
ejg6bj2kfw,2011-08-11,20110811213153,,-unknown-,,basic,2,en,direct,direct,omg,Web,Windows Desktop,Chrome,NDF
9fy14ydo0f,2011-08-11,20110811220229,,-unknown-,,basic,2,en,sem-non-brand,google,untracked,Web,Mac Desktop,Chrome,NDF
xoctjndene,2011-08-11,20110811221044,,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
45mohg2uto,2011-08-11,20110811221737,2011-08-12,FEMALE,36.0,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,IE,NL
c5izdcehzm,2011-08-11,20110811224223,,-unknown-,,basic,0,en,sem-non-brand,google,untracked,Web,iPhone,-unknown-,NDF
6end3w8iv7,2011-08-11,20110811231755,2011-08-23,FEMALE,35.0,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Chrome,FR
7oqxg76umm,2011-08-11,20110811232328,2011-08-30,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,other
swo3p79hti,2011-08-11,20110811232335,2011-08-12,FEMALE,36.0,basic,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
g85fogj1gf,2011-08-11,20110811234658,2011-08-24,FEMALE,104.0,basic,0,en,sem-brand,bing,,Web,Other/Unknown,-unknown-,US
esbjoal2di,2011-08-12,20110812002221,2011-08-19,FEMALE,34.0,facebook,2,en,sem-non-brand,google,linked,Web,Windows Desktop,IE,US
10fxs6k6md,2011-08-12,20110812003708,,-unknown-,,basic,2,en,other,other,linked,Web,iPhone,Mobile Safari,NDF
tic6wk7jkg,2011-08-12,20110812003800,2011-08-12,FEMALE,48.0,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
l4g8pc1vir,2011-08-12,20110812011736,2011-08-16,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
hbuwferm46,2011-08-12,20110812011922,2011-08-14,FEMALE,29.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
zdd132clw6,2011-08-12,20110812014256,2011-08-14,FEMALE,39.0,facebook,2,en,sem-brand,google,tracked-other,Web,Mac Desktop,Firefox,US
qbscha0exn,2011-08-12,20110812015523,,FEMALE,31.0,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
wuxlvue9lh,2011-08-12,20110812022437,2011-08-16,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
6ckd5ow9as,2011-08-12,20110812024456,2012-06-23,MALE,34.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
l5s9x3wukp,2011-08-12,20110812024610,,FEMALE,40.0,facebook,2,en,other,craigslist,untracked,Web,Mac Desktop,Firefox,NDF
ytndh9zh4v,2011-08-12,20110812025425,2011-09-14,FEMALE,38.0,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,IT
ubwvbnzyp4,2011-08-12,20110812040259,2011-08-13,FEMALE,,basic,2,en,seo,google,untracked,Web,Mac Desktop,Chrome,FR
ix0gc7m6gh,2011-08-12,20110812041249,,-unknown-,,basic,2,en,sem-non-brand,google,untracked,Web,iPhone,Mobile Safari,NDF
i7txjr3v7j,2011-08-12,20110812044033,2012-04-10,MALE,27.0,basic,2,en,direct,direct,tracked-other,Web,Windows Desktop,Chrome,US
j0rre70tyh,2011-08-12,20110812044343,2011-09-05,MALE,34.0,basic,3,en,seo,google,untracked,Web,Mac Desktop,Safari,other
giso14bek5,2011-08-12,20110812055820,2011-08-12,FEMALE,31.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
h5y5ceolin,2011-08-12,20110812114314,,MALE,32.0,basic,8,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
u6xt9g059q,2011-08-12,20110812163924,2011-08-13,FEMALE,44.0,basic,2,en,direct,direct,linked,Web,Mac Desktop,Safari,US
yqwmg0acx7,2011-08-12,20110812175055,2011-08-14,-unknown-,,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
itads6r4ox,2011-08-12,20110812184041,2011-08-14,FEMALE,26.0,facebook,0,en,other,craigslist,linked,Web,Windows Desktop,Firefox,US
k6es9yye99,2011-08-12,20110812184910,,FEMALE,65.0,facebook,2,en,direct,direct,omg,Web,Windows Desktop,IE,NDF
u1ryw35st3,2011-08-12,20110812193215,,MALE,28.0,facebook,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
heeaz5rkzn,2011-08-12,20110812201116,2011-08-12,FEMALE,37.0,basic,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US
vuzftvwkrw,2011-08-12,20110812211757,,-unknown-,27.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
wkpe9ved8a,2011-08-12,20110812213524,2011-08-19,FEMALE,57.0,facebook,2,en,sem-brand,google,untracked,Web,iPad,Mobile Safari,GB
i3nab3x4ky,2011-08-12,20110812215127,,FEMALE,60.0,basic,0,en,sem-non-brand,bing,untracked,Web,Windows Desktop,IE,NDF
oamfe2tr8e,2011-08-12,20110812220241,2011-08-14,-unknown-,,basic,3,en,direct,direct,omg,Web,Windows Desktop,IE,other
h35mpp8s1s,2011-08-12,20110812221356,,FEMALE,43.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
r45jhinfrj,2011-08-12,20110812232414,2011-08-13,FEMALE,39.0,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,Firefox,US
8m14mri5a3,2011-08-12,20110812233405,2011-08-14,FEMALE,27.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
